,content
1527,#假如甄嬛传开网店#笑死，小允子怎么也混进“娘娘圈”里了，果真是有点功夫在身上的
1528,求问 我之前就怀疑我妈的手机锁屏密码就是我返校的日子，但是她说不是，我就信了。可是后面就不对劲，她的锁屏密码一直在换，每次都和我开学的日子吻合。我觉得不可能有这么巧的事情，但是她每次都否认。我自问我在家里也不讨人厌吧，也没干啥啊，可能嘴是挑剔了点，但她每次都是主动问我吃什么我才点 ...全文
1529,【感觉已无路可逃！#文峰店员20分钟12次推销套餐#：钱不够的话你回家拿银行卡】#你被美容美发店套路过吗#近日，上海文峰美容美发公司因一篇奇葩内部文章再次进入公众视野。有顾客称，他近日在上海一家文峰门店消费一项198元的按摩服务时，一店员20分钟内12次明示诱导其购买1980元的服务套餐，并称“ ...全文
1530,【“妈妈！我上电视啦！”[开学季]】#满洲里市民特殊防疫装太抢眼#央视疫情报道里，这个朋友亮了。满洲里的朋友们保护好自己，加油！四川日报的微博视频
1531,【#陈亚楠母亲连夜将彩礼退还大衣哥##陈亚楠母亲哭求网友别攻击女儿#】近日，山东菏泽，大衣哥儿媳陈亚楠宣布解除婚约事件引发持续关注。12月8日晚，陈亚楠母亲开着车子，带着全部彩礼、房子钥匙及首饰退还给大衣哥家。陈亚楠母亲说，所有的网友别再攻击陈亚楠，因为这事孩子瘦了一圈。说到此处 ...全文
1532,#张卫健不敢相信摄像机后面有人#张卫健不敢相信摄像机后面有人，一脸正经还和摄像机玩起了藏猫猫，没想到哥哥们私下都这么可爱，一屋子加起来没超过三岁圈内星探的微博视频
1533,#铜川民警救助富平县一智障人员#近日，铜川耀州王家砭所辖区西包中队处发现一名智障人员，望处置。详情如下:
1534,【#学霸16门课满绩收到9份高校保研offer#：最终选择去清华】近日，陕西西安。西北大学信息科学与技术学院2018级本科生赵晨宇成功拿到清华大学、北京大学、中国科学技术大学等9所高校的offer（其中3所拿到直博资格），最终他选择进入清华大学数据科学和信息技术专业继续深造。在三学年20门专业课里，他 ...全文
1535,【#外交部回应日本议员今日集体拜鬼#】日本跨党派国会议员团体99名议员今天集体参拜了靖国神社。赵立坚表示，80年前的今天，日本偷袭珍珠港，发动太平洋战争。#赵立坚说日本政要高调参拜靖国是刻意挑衅#。中方对此坚决反对，日方应正视并深刻反省侵略历史，同军国主义划清界限。人民视频的微博视频...全文
1536,世界上时间最久的王朝10，中国夏朝，471年。9，古罗马帝国，502年。8，中国商朝，554年。7，奥斯曼帝国，623年。6，中国周朝，791年。5，神圣罗马帝国，844年。4，拜占庭帝国，1058年。3，所罗门王朝，2800年。2，朝鲜桓国，3300年(传说中王朝)。1，日本菊花王朝，从古至今。  ...全文
1537,🛒11月购物分享看得到不
1538,你以为全球不想学中国吗？“标准答案”都摆在桌子上了，却总有些人抄都无从下手……共青团中央的微博视频
1539,【奶奶天台晾衣服#3岁女童32楼坠下奇迹生还#】12月8日，中国台湾，一名3岁女童疑趁奶奶到顶楼晒衣服时，跑到32楼住家阳台后意外坠落，幸好女童卡在2楼的防坠网上，邻居发现报警，女童送医后，所幸意识清楚并无生命危险。看看新闻KNEWS的微博视频
1540,#当你睡着后舍友的奇葩操作#很不幸以这种方式认识你#年度欢乐放映厅#别是个沙雕吧的微博视频
1541,在一些关系里，两个人的感情并不深，但分手后依然会非常痛苦，久久不能释怀。其实这类关系所唤起的痛苦常常不是出于对另一个人的爱，而是分离过程里唤起了没有处理干净的余毒——相关于一个人在这段关系里从未得到分享和确认的受挫情感。很多情侣在结束关系时都没有怎么把话讲明白，宁可选择一种骄傲 ...全文
1542,笑得死 谁惹他了？
1543,最近和朋友聊天，听到装修的行业内幕。如果你买房子要装修，比如去订中央空调，或者橱柜。进店里的第一句话，店员肯定是问：你哪个小区的啊？这时候，你最好不要说具体的门牌号和手机号码，行业内都有品牌保护的。只要你问过价格了，如果你再想货比三家，去其他家的店，是得不到更低价格的。这相当于 ...全文
1544,【先婚后爱古风系列】言情文书单，欢迎姐妹们补充反馈呀！1、《澹春山》作者：意千重【日久生情】2、《绛桃春》作者：一笑开颜【傲娇男主】3、《似蜜桃》作者：许乘月【双向救赎】4、《细腰》作者：左耳听禅【种田文】5、《折腰》作者：蓬莱客【重生】6、《给前任他叔冲喜》作者：绿药 ...全文
1545,既然看到有人谈论玲娜贝儿的薪水6k合理不合理，那我告诉你这太合理了。它到手的薪水看似是6k，可实际上呢，这是在包吃包住的前提下给的。在上海假如不包吃住，给6k确实活不下去，因为吃住交通加起来每个月开销还要扣除3-4k左右。而她的6k哪怕除去五险一金的1.5k左右，实际上也许还扣不了这么多，这 ...全文
1546,#原来他们都是流落民间的高手#高手在民间这才是真正的高手#今日热门#一些奇怪视频的微博视频
1547,二三十岁的女生该有的爱情观。
1548,这太它妈机智了
1549,养了很多只哈士奇的人家 VS. 拥有婴儿的人家 VS. 没有哈士奇也没有婴儿的人家 ❤️❤️❤️⚠️ 音量警告 ⚠️#金牌译制##海外热门视频##视频星计划#/internet-garcon-pdf的微博视频
1550,和父母聊天能有多野
1551,就一句吧周冬雨太牛逼了
1552,婚房我娘家出了50万，婆家出了10万装修，男友提出房本写上他的名字，我也提了个要求，男友听了怒不可遏，我一句话怼的他瞠目结舌……我是山西人，男友家是河北的，我们在成都相识相爱，一年后确定了关系，准备买婚房结婚。我们都参加工作没多久，没有积蓄，他父母经济也一般，无力买房，最后我父母 ...全文
1553,我们队的学术氛围还是不错的为了画图4我还请出了珍藏多年的三角板北京·北京陶然亭公园
1554,#南号尚风#“男人的友谊。”
1555,厉害！小伙子花了三个月工资，历经半个月时间，把老家的厨房改造成理想的样子，爸妈以后也可以更加舒服啦！#杭州设计师3000元爆改油腻厨房#洋明-MZEE的微博视频
1556,确实
1557,#樊振东#过往的风景，此刻的闪耀，一周之内二度登顶，再一次证明世界第一的实力#张本智和#年轻有为，精彩绽放，努力也有收获，来年再接再厉#新加坡WTT世界杯决赛##樊振东世界杯总决赛夺冠#
1558,什么才算是成年人最体面的告别方式？
1559,#成年人晚上的时间很宝贵#成年人晚上的时间很宝贵，一秒都不能浪费#情感暖冬行动#想见她了的微博视频
1560,【投稿】美少女们好，洞爷好。我的生日快到了，于是自以为理所当然的去向妈妈要钱，可是妈妈的一句话，却把我打回了现实。我一下子意识到，我跟其他同学是不一样的，有些东西，是我现在确实不配拥有的。
1561,#我的小尾巴#2 听到音乐是谁的DNA动了，一一妹妹下次一起来battle~[赢牛奶]我的小尾巴2第3期上 心儿徐小妹游乐园合体 王耀庆变安安代言人
1562,分享一些又美又呆的日常两个人在一起就是要吃很多好次的东西🥘🍟🍤🍺🍽️👩❤️💋👨抽奖详情
1563,桃花汛   文/@不问桑榆时卿×徐迟聘   he ［完］时卿照着男人下达的指令将设备调整好。他带着狐狸面具，遮住半张小脸。“可以换纱布把眼蒙上，那样效果更好”经过机器处理的嗓音冷的几乎没有温度， 夹杂着轻微金属的颗粒感。时卿听话地从旁边的抽屉里拿出蕾丝边的白色纱布遮住眸子，隐约印出鼻梁 ...全文
1564,"#白小姐#根据真实事件改编,令人心痛...娱剧肉肉的微博视频"
1565,看十次笑十次的#驾校教练emo瞬间#哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈#2021微博混剪大赛##2021最佳趣味#松鼠视频的微博视频
1566,冬天令我幸福指数爆棚的事情：1.日出 我很喜欢晒午后的阳光 发呆2.洗热水澡 躺在被窝整个身体都很暖和3.约三五好友吃火锅聊八卦 不知不觉的开心4.有人惦记 关心 说废话5.妈妈的饭菜 不想吃外卖6.外面下着雪 房子有暖气 出去羽绒服 进屋穿短袖7.有人接送 不用在零下六七度的街道等车8.零食放在 ...全文
1567,原来是真的。。腿长的人真的会有这种烦恼
1568,爱上拼夕夕｜ Pdd🛒分享7.0
1569,【#公交司机自费打造可封闭哺乳专座#让哺乳妈妈不再尴尬】12月8日，湖南长沙。公交车驾驶员刘德凡师傅自费300多元，在车内安装了可封闭的简易哺乳专座。刘师傅称，他驾驶的公交车途经10家医院，经常有哺乳期的妈妈乘坐。为了让妈妈们不因人多而感到哺乳尴尬，他想到在车内设置独立空间供她们使用 ...全文
1570,#农大学子表白怎料水管破防#昨日，来自福建农林大学的一位学子在宿舍楼下摆蜡烛准备来一个浪漫表白，谁知天台水管突然破防爆炸水管：酸到我了，下次不许酸🍋这波水管超神（ps：据说已经成了，事后男女双方美美地走了）via.zhenery福州校园的微博视频
1571,【#男子醉驾被查痛哭担心影响孩子#，民警：喝酒了没办法，要有担当】近日，浙江温州。夜间民警设卡检查发现，一辆面包车司机有酒驾嫌疑，检测其体内酒精含量为138mg/100ml，系醉酒驾驶机动车。在去抽血的路上，赵某听说刑事处罚将对孩子有影响，感到十分后悔，在车内痛哭不已，直说自己不应该。目前， ...全文
1572,【#一男子穿丝袜溜进公园女厕#，警方：该男子已被控制，有精神病】据@西部决策报道：12月8日，四川内江。威远县一公园，一男子晚上穿丝袜扮女装溜进公厕，被市民抓住。9日，当地#警方回应一男子穿丝袜溜进公园女厕#，该男子已被控制，有精神病。西部决策的微博视频
1573,#新青年为什么留在济南#你为什么要留在济南？每个人选择自己的城市都有自己的理由。能让你留在一个城市的应该是温暖，是人情，是梦想，是爱的总合吧。你觉得济南最吸引你得地方是哪里呢？济南#我要上同城精选#
1574,王健林当场发飙，3千万以下不接！凉橙汽水的微博视频
1575,【#爸爸谎称被关小黑屋6岁女儿报警#民警：你这个爸爸怎么当的】12月7日凌晨3时许，浙江杭州一名6岁小女孩哭着报警向@杭州公安求助，称自己爸爸被控制在一个小黑屋里。民警赶到现场后拨打孩子父亲的电话才发现，这名父亲和朋友出去吃宵夜，小女孩醒来后，爸爸借口称被关在小黑屋要过一会儿再回来，女 ...全文
